case	mut	top	len	rep	method	rf
hard	2X	AB|CD	1	50	CASTER-pair	1
hard	2X	AB|CD	1	51	CASTER-pair	0
hard	2X	AB|CD	1	52	CASTER-pair	1
hard	2X	AB|CD	1	53	CASTER-pair	0
hard	2X	AB|CD	1	54	CASTER-pair	0
hard	2X	AB|CD	1	55	CASTER-pair	0
hard	2X	AB|CD	1	56	CASTER-pair	0
hard	2X	AB|CD	1	57	CASTER-pair	0
hard	2X	AB|CD	1	58	CASTER-pair	0
hard	2X	AB|CD	1	59	CASTER-pair	0
hard	2X	AB|CD	1	60	CASTER-pair	1
hard	2X	AB|CD	1	61	CASTER-pair	0
hard	2X	AB|CD	1	62	CASTER-pair	0
hard	2X	AB|CD	1	63	CASTER-pair	0
hard	2X	AB|CD	1	64	CASTER-pair	1
hard	2X	AB|CD	1	65	CASTER-pair	0
hard	2X	AB|CD	1	66	CASTER-pair	1
hard	2X	AB|CD	1	67	CASTER-pair	0
hard	2X	AB|CD	1	68	CASTER-pair	0
hard	2X	AB|CD	1	69	CASTER-pair	0
hard	2X	AB|CD	1	70	CASTER-pair	0
hard	2X	AB|CD	1	71	CASTER-pair	0
hard	2X	AB|CD	1	72	CASTER-pair	0
hard	2X	AB|CD	1	73	CASTER-pair	0
hard	2X	AB|CD	1	74	CASTER-pair	0
hard	2X	AB|CD	1	75	CASTER-pair	0
hard	2X	AB|CD	1	76	CASTER-pair	1
hard	2X	AB|CD	1	77	CASTER-pair	1
hard	2X	AB|CD	1	78	CASTER-pair	0
hard	2X	AB|CD	1	79	CASTER-pair	0
hard	2X	AB|CD	1	80	CASTER-pair	0
hard	2X	AB|CD	1	81	CASTER-pair	1
hard	2X	AB|CD	1	82	CASTER-pair	0
hard	2X	AB|CD	1	83	CASTER-pair	1
hard	2X	AB|CD	1	84	CASTER-pair	0
hard	2X	AB|CD	1	85	CASTER-pair	0
hard	2X	AB|CD	1	86	CASTER-pair	0
hard	2X	AB|CD	1	87	CASTER-pair	0
hard	2X	AB|CD	1	88	CASTER-pair	1
hard	2X	AB|CD	1	89	CASTER-pair	1
hard	2X	AB|CD	1	90	CASTER-pair	1
hard	2X	AB|CD	1	91	CASTER-pair	0
hard	2X	AB|CD	1	92	CASTER-pair	1
hard	2X	AB|CD	1	93	CASTER-pair	0
hard	2X	AB|CD	1	94	CASTER-pair	0
hard	2X	AB|CD	1	95	CASTER-pair	0
hard	2X	AB|CD	1	96	CASTER-pair	1
hard	2X	AB|CD	1	97	CASTER-pair	0
hard	2X	AB|CD	1	98	CASTER-pair	0
hard	2X	AB|CD	1	99	CASTER-pair	1
hard	2X	AB|CD	1	100	CASTER-pair	0
hard	2X	AB|CD	2	1	CASTER-pair	0
hard	2X	AB|CD	2	2	CASTER-pair	0
hard	2X	AB|CD	2	3	CASTER-pair	0
hard	2X	AB|CD	2	4	CASTER-pair	0
hard	2X	AB|CD	2	5	CASTER-pair	0
hard	2X	AB|CD	2	6	CASTER-pair	0
hard	2X	AB|CD	2	7	CASTER-pair	0
hard	2X	AB|CD	2	8	CASTER-pair	0
hard	2X	AB|CD	2	9	CASTER-pair	0
hard	2X	AB|CD	2	10	CASTER-pair	0
hard	2X	AB|CD	2	11	CASTER-pair	0
hard	2X	AB|CD	2	12	CASTER-pair	0
hard	2X	AB|CD	2	13	CASTER-pair	1
hard	2X	AB|CD	2	14	CASTER-pair	0
hard	2X	AB|CD	2	15	CASTER-pair	0
hard	2X	AB|CD	2	16	CASTER-pair	0
hard	2X	AB|CD	2	17	CASTER-pair	0
hard	2X	AB|CD	2	18	CASTER-pair	0
hard	2X	AB|CD	2	19	CASTER-pair	0
hard	2X	AB|CD	2	20	CASTER-pair	1
hard	2X	AB|CD	2	21	CASTER-pair	1
hard	2X	AB|CD	2	22	CASTER-pair	0
hard	2X	AB|CD	2	23	CASTER-pair	0
hard	2X	AB|CD	2	24	CASTER-pair	1
hard	2X	AB|CD	2	25	CASTER-pair	0
hard	2X	AB|CD	2	26	CASTER-pair	0
hard	2X	AB|CD	2	27	CASTER-pair	0
hard	2X	AB|CD	2	28	CASTER-pair	0
hard	2X	AB|CD	2	29	CASTER-pair	0
hard	2X	AB|CD	2	30	CASTER-pair	1
hard	2X	AB|CD	2	31	CASTER-pair	0
hard	2X	AB|CD	2	32	CASTER-pair	1
hard	2X	AB|CD	2	33	CASTER-pair	0
hard	2X	AB|CD	2	34	CASTER-pair	0
hard	2X	AB|CD	2	35	CASTER-pair	1
hard	2X	AB|CD	2	36	CASTER-pair	0
hard	2X	AB|CD	2	37	CASTER-pair	1
hard	2X	AB|CD	2	38	CASTER-pair	0
hard	2X	AB|CD	2	39	CASTER-pair	0
hard	2X	AB|CD	2	40	CASTER-pair	0
hard	2X	AB|CD	2	41	CASTER-pair	0
hard	2X	AB|CD	2	42	CASTER-pair	0
hard	2X	AB|CD	2	43	CASTER-pair	0
hard	2X	AB|CD	2	44	CASTER-pair	0
hard	2X	AB|CD	2	45	CASTER-pair	0
hard	2X	AB|CD	2	46	CASTER-pair	0
hard	2X	AB|CD	2	47	CASTER-pair	0
hard	2X	AB|CD	2	48	CASTER-pair	0
hard	2X	AB|CD	2	49	CASTER-pair	1
hard	2X	AB|CD	2	50	CASTER-pair	1
hard	2X	AB|CD	2	51	CASTER-pair	0
hard	2X	AB|CD	2	52	CASTER-pair	0
hard	2X	AB|CD	2	53	CASTER-pair	0
hard	2X	AB|CD	2	54	CASTER-pair	0
hard	2X	AB|CD	2	55	CASTER-pair	0
hard	2X	AB|CD	2	56	CASTER-pair	0
hard	2X	AB|CD	2	57	CASTER-pair	0
hard	2X	AB|CD	2	58	CASTER-pair	0
hard	2X	AB|CD	2	59	CASTER-pair	0
hard	2X	AB|CD	2	60	CASTER-pair	1
hard	2X	AB|CD	2	61	CASTER-pair	1
hard	2X	AB|CD	2	62	CASTER-pair	0
hard	2X	AB|CD	2	63	CASTER-pair	0
hard	2X	AB|CD	2	64	CASTER-pair	1
hard	2X	AB|CD	2	65	CASTER-pair	0
hard	2X	AB|CD	2	66	CASTER-pair	0
hard	2X	AB|CD	2	67	CASTER-pair	0
hard	2X	AB|CD	2	68	CASTER-pair	0
hard	2X	AB|CD	2	69	CASTER-pair	0
hard	2X	AB|CD	2	70	CASTER-pair	0
hard	2X	AB|CD	2	71	CASTER-pair	0
hard	2X	AB|CD	2	72	CASTER-pair	0
hard	2X	AB|CD	2	73	CASTER-pair	0
hard	2X	AB|CD	2	74	CASTER-pair	1
hard	2X	AB|CD	2	75	CASTER-pair	0
hard	2X	AB|CD	2	76	CASTER-pair	0
hard	2X	AB|CD	2	77	CASTER-pair	0
hard	2X	AB|CD	2	78	CASTER-pair	0
hard	2X	AB|CD	2	79	CASTER-pair	1
hard	2X	AB|CD	2	80	CASTER-pair	0
hard	2X	AB|CD	2	81	CASTER-pair	1
hard	2X	AB|CD	2	82	CASTER-pair	1
hard	2X	AB|CD	2	83	CASTER-pair	1
hard	2X	AB|CD	2	84	CASTER-pair	0
hard	2X	AB|CD	2	85	CASTER-pair	0
hard	2X	AB|CD	2	86	CASTER-pair	0
hard	2X	AB|CD	2	87	CASTER-pair	1
hard	2X	AB|CD	2	88	CASTER-pair	0
hard	2X	AB|CD	2	89	CASTER-pair	1
hard	2X	AB|CD	2	90	CASTER-pair	1
hard	2X	AB|CD	2	91	CASTER-pair	0
hard	2X	AB|CD	2	92	CASTER-pair	0
hard	2X	AB|CD	2	93	CASTER-pair	1
hard	2X	AB|CD	2	94	CASTER-pair	0
hard	2X	AB|CD	2	95	CASTER-pair	0
hard	2X	AB|CD	2	96	CASTER-pair	0
hard	2X	AB|CD	2	97	CASTER-pair	0
hard	2X	AB|CD	2	98	CASTER-pair	0
hard	2X	AB|CD	2	99	CASTER-pair	1
hard	2X	AB|CD	2	100	CASTER-pair	0
hard	2X	AB|CD	5	1	CASTER-pair	0
hard	2X	AB|CD	5	2	CASTER-pair	0
hard	2X	AB|CD	5	3	CASTER-pair	0
hard	2X	AB|CD	5	4	CASTER-pair	0
hard	2X	AB|CD	5	5	CASTER-pair	0
hard	2X	AB|CD	5	6	CASTER-pair	0
hard	2X	AB|CD	5	7	CASTER-pair	0
hard	2X	AB|CD	5	8	CASTER-pair	0
hard	2X	AB|CD	5	9	CASTER-pair	0
hard	2X	AB|CD	5	10	CASTER-pair	0
hard	2X	AB|CD	5	11	CASTER-pair	0
hard	2X	AB|CD	5	12	CASTER-pair	0
hard	2X	AB|CD	5	13	CASTER-pair	1
hard	2X	AB|CD	5	14	CASTER-pair	0
hard	2X	AB|CD	5	15	CASTER-pair	0
hard	2X	AB|CD	5	16	CASTER-pair	0
hard	2X	AB|CD	5	17	CASTER-pair	1
hard	2X	AB|CD	5	18	CASTER-pair	0
hard	2X	AB|CD	5	19	CASTER-pair	0
hard	2X	AB|CD	5	20	CASTER-pair	1
hard	2X	AB|CD	5	21	CASTER-pair	0
hard	2X	AB|CD	5	22	CASTER-pair	0
hard	2X	AB|CD	5	23	CASTER-pair	0
hard	2X	AB|CD	5	24	CASTER-pair	0
hard	2X	AB|CD	5	25	CASTER-pair	0
hard	2X	AB|CD	5	26	CASTER-pair	1
hard	2X	AB|CD	5	27	CASTER-pair	0
hard	2X	AB|CD	5	28	CASTER-pair	1
hard	2X	AB|CD	5	29	CASTER-pair	1
hard	2X	AB|CD	5	30	CASTER-pair	0
hard	2X	AB|CD	5	31	CASTER-pair	0
hard	2X	AB|CD	5	32	CASTER-pair	1
hard	2X	AB|CD	5	33	CASTER-pair	0
hard	2X	AB|CD	5	34	CASTER-pair	0
hard	2X	AB|CD	5	35	CASTER-pair	1
hard	2X	AB|CD	5	36	CASTER-pair	0
hard	2X	AB|CD	5	37	CASTER-pair	0
hard	2X	AB|CD	5	38	CASTER-pair	0
hard	2X	AB|CD	5	39	CASTER-pair	0
hard	2X	AB|CD	5	40	CASTER-pair	0
hard	2X	AB|CD	5	41	CASTER-pair	0
hard	2X	AB|CD	5	42	CASTER-pair	0
hard	2X	AB|CD	5	43	CASTER-pair	0
hard	2X	AB|CD	5	44	CASTER-pair	0
hard	2X	AB|CD	5	45	CASTER-pair	0
hard	2X	AB|CD	5	46	CASTER-pair	0
hard	2X	AB|CD	5	47	CASTER-pair	0
hard	2X	AB|CD	5	48	CASTER-pair	0
hard	2X	AB|CD	5	49	CASTER-pair	0
hard	2X	AB|CD	5	50	CASTER-pair	1
hard	2X	AB|CD	5	51	CASTER-pair	1
hard	2X	AB|CD	5	52	CASTER-pair	0
hard	2X	AB|CD	5	53	CASTER-pair	0
hard	2X	AB|CD	5	54	CASTER-pair	0
hard	2X	AB|CD	5	55	CASTER-pair	0
hard	2X	AB|CD	5	56	CASTER-pair	0
hard	2X	AB|CD	5	57	CASTER-pair	0
hard	2X	AB|CD	5	58	CASTER-pair	0
hard	2X	AB|CD	5	59	CASTER-pair	0
hard	2X	AB|CD	5	60	CASTER-pair	0
hard	2X	AB|CD	5	61	CASTER-pair	0
hard	2X	AB|CD	5	62	CASTER-pair	0
hard	2X	AB|CD	5	63	CASTER-pair	0
hard	2X	AB|CD	5	64	CASTER-pair	0
hard	2X	AB|CD	5	65	CASTER-pair	0
hard	2X	AB|CD	5	66	CASTER-pair	0
hard	2X	AB|CD	5	67	CASTER-pair	0
hard	2X	AB|CD	5	68	CASTER-pair	0
hard	2X	AB|CD	5	69	CASTER-pair	0
hard	2X	AB|CD	5	70	CASTER-pair	0
hard	2X	AB|CD	5	71	CASTER-pair	0
hard	2X	AB|CD	5	72	CASTER-pair	0
hard	2X	AB|CD	5	73	CASTER-pair	0
hard	2X	AB|CD	5	74	CASTER-pair	0
hard	2X	AB|CD	5	75	CASTER-pair	0
hard	2X	AB|CD	5	76	CASTER-pair	0
hard	2X	AB|CD	5	77	CASTER-pair	0
hard	2X	AB|CD	5	78	CASTER-pair	0
hard	2X	AB|CD	5	79	CASTER-pair	0
hard	2X	AB|CD	5	80	CASTER-pair	0
hard	2X	AB|CD	5	81	CASTER-pair	0
hard	2X	AB|CD	5	82	CASTER-pair	0
hard	2X	AB|CD	5	83	CASTER-pair	1
hard	2X	AB|CD	5	84	CASTER-pair	0
hard	2X	AB|CD	5	85	CASTER-pair	0
hard	2X	AB|CD	5	86	CASTER-pair	0
hard	2X	AB|CD	5	87	CASTER-pair	0
hard	2X	AB|CD	5	88	CASTER-pair	1
hard	2X	AB|CD	5	89	CASTER-pair	1
hard	2X	AB|CD	5	90	CASTER-pair	0
hard	2X	AB|CD	5	91	CASTER-pair	0
hard	2X	AB|CD	5	92	CASTER-pair	0
hard	2X	AB|CD	5	93	CASTER-pair	1
hard	2X	AB|CD	5	94	CASTER-pair	0
hard	2X	AB|CD	5	95	CASTER-pair	1
hard	2X	AB|CD	5	96	CASTER-pair	0
hard	2X	AB|CD	5	97	CASTER-pair	0
hard	2X	AB|CD	5	98	CASTER-pair	0
hard	2X	AB|CD	5	99	CASTER-pair	0
hard	2X	AB|CD	5	100	CASTER-pair	0
hard	2X	AB|CD	10	1	CASTER-pair	0
hard	2X	AB|CD	10	2	CASTER-pair	0
hard	2X	AB|CD	10	3	CASTER-pair	0
hard	2X	AB|CD	10	4	CASTER-pair	0
hard	2X	AB|CD	10	5	CASTER-pair	0
hard	2X	AB|CD	10	6	CASTER-pair	0
hard	2X	AB|CD	10	7	CASTER-pair	0
hard	2X	AB|CD	10	8	CASTER-pair	0
hard	2X	AB|CD	10	9	CASTER-pair	0
hard	2X	AB|CD	10	10	CASTER-pair	0
hard	2X	AB|CD	10	11	CASTER-pair	0
hard	2X	AB|CD	10	12	CASTER-pair	0
hard	2X	AB|CD	10	13	CASTER-pair	0
hard	2X	AB|CD	10	14	CASTER-pair	0
hard	2X	AB|CD	10	15	CASTER-pair	0
hard	2X	AB|CD	10	16	CASTER-pair	0
hard	2X	AB|CD	10	17	CASTER-pair	0
hard	2X	AB|CD	10	18	CASTER-pair	0
hard	2X	AB|CD	10	19	CASTER-pair	0
hard	2X	AB|CD	10	20	CASTER-pair	0
hard	2X	AB|CD	10	21	CASTER-pair	0
hard	2X	AB|CD	10	22	CASTER-pair	0
hard	2X	AB|CD	10	23	CASTER-pair	0
hard	2X	AB|CD	10	24	CASTER-pair	0
hard	2X	AB|CD	10	25	CASTER-pair	0
hard	2X	AB|CD	10	26	CASTER-pair	1
hard	2X	AB|CD	10	27	CASTER-pair	0
hard	2X	AB|CD	10	28	CASTER-pair	0
hard	2X	AB|CD	10	29	CASTER-pair	0
hard	2X	AB|CD	10	30	CASTER-pair	0
hard	2X	AB|CD	10	31	CASTER-pair	0
hard	2X	AB|CD	10	32	CASTER-pair	1
hard	2X	AB|CD	10	33	CASTER-pair	0
hard	2X	AB|CD	10	34	CASTER-pair	0
hard	2X	AB|CD	10	35	CASTER-pair	0
hard	2X	AB|CD	10	36	CASTER-pair	0
hard	2X	AB|CD	10	37	CASTER-pair	0
hard	2X	AB|CD	10	38	CASTER-pair	0
hard	2X	AB|CD	10	39	CASTER-pair	0
hard	2X	AB|CD	10	40	CASTER-pair	0
hard	2X	AB|CD	10	41	CASTER-pair	0
hard	2X	AB|CD	10	42	CASTER-pair	0
hard	2X	AB|CD	10	43	CASTER-pair	0
hard	2X	AB|CD	10	44	CASTER-pair	0
hard	2X	AB|CD	10	45	CASTER-pair	0
hard	2X	AB|CD	10	46	CASTER-pair	0
hard	2X	AB|CD	10	47	CASTER-pair	0
hard	2X	AB|CD	10	48	CASTER-pair	0
hard	2X	AB|CD	10	49	CASTER-pair	0
hard	2X	AB|CD	10	50	CASTER-pair	0
hard	2X	AB|CD	10	51	CASTER-pair	1
hard	2X	AB|CD	10	52	CASTER-pair	0
hard	2X	AB|CD	10	53	CASTER-pair	0
hard	2X	AB|CD	10	54	CASTER-pair	0
hard	2X	AB|CD	10	55	CASTER-pair	0
hard	2X	AB|CD	10	56	CASTER-pair	1
hard	2X	AB|CD	10	57	CASTER-pair	0
hard	2X	AB|CD	10	58	CASTER-pair	0
hard	2X	AB|CD	10	59	CASTER-pair	0
hard	2X	AB|CD	10	60	CASTER-pair	0
hard	2X	AB|CD	10	61	CASTER-pair	0
hard	2X	AB|CD	10	62	CASTER-pair	0
hard	2X	AB|CD	10	63	CASTER-pair	0
hard	2X	AB|CD	10	64	CASTER-pair	0
hard	2X	AB|CD	10	65	CASTER-pair	0
hard	2X	AB|CD	10	66	CASTER-pair	0
hard	2X	AB|CD	10	67	CASTER-pair	0
hard	2X	AB|CD	10	68	CASTER-pair	0
hard	2X	AB|CD	10	69	CASTER-pair	0
hard	2X	AB|CD	10	70	CASTER-pair	0
hard	2X	AB|CD	10	71	CASTER-pair	0
hard	2X	AB|CD	10	72	CASTER-pair	0
hard	2X	AB|CD	10	73	CASTER-pair	0
hard	2X	AB|CD	10	74	CASTER-pair	0
hard	2X	AB|CD	10	75	CASTER-pair	0
hard	2X	AB|CD	10	76	CASTER-pair	0
hard	2X	AB|CD	10	77	CASTER-pair	0
hard	2X	AB|CD	10	78	CASTER-pair	0
hard	2X	AB|CD	10	79	CASTER-pair	0
hard	2X	AB|CD	10	80	CASTER-pair	0
hard	2X	AB|CD	10	81	CASTER-pair	0
hard	2X	AB|CD	10	82	CASTER-pair	0
hard	2X	AB|CD	10	83	CASTER-pair	0
hard	2X	AB|CD	10	84	CASTER-pair	0
hard	2X	AB|CD	10	85	CASTER-pair	0
hard	2X	AB|CD	10	86	CASTER-pair	0
hard	2X	AB|CD	10	87	CASTER-pair	0
hard	2X	AB|CD	10	88	CASTER-pair	0
hard	2X	AB|CD	10	89	CASTER-pair	0
hard	2X	AB|CD	10	90	CASTER-pair	0
hard	2X	AB|CD	10	91	CASTER-pair	0
hard	2X	AB|CD	10	92	CASTER-pair	0
hard	2X	AB|CD	10	93	CASTER-pair	0
hard	2X	AB|CD	10	94	CASTER-pair	0
hard	2X	AB|CD	10	95	CASTER-pair	0
hard	2X	AB|CD	10	96	CASTER-pair	0
hard	2X	AB|CD	10	97	CASTER-pair	0
hard	2X	AB|CD	10	98	CASTER-pair	0
hard	2X	AB|CD	10	99	CASTER-pair	0
hard	2X	AB|CD	10	100	CASTER-pair	0
hard	2X	AB|CD	20	1	CASTER-pair	0
hard	2X	AB|CD	20	2	CASTER-pair	0
hard	2X	AB|CD	20	3	CASTER-pair	0
hard	2X	AB|CD	20	4	CASTER-pair	0
hard	2X	AB|CD	20	5	CASTER-pair	0
hard	2X	AB|CD	20	6	CASTER-pair	0
hard	2X	AB|CD	20	7	CASTER-pair	0
hard	2X	AB|CD	20	8	CASTER-pair	0
hard	2X	AB|CD	20	9	CASTER-pair	0
hard	2X	AB|CD	20	10	CASTER-pair	0
hard	2X	AB|CD	20	11	CASTER-pair	0
hard	2X	AB|CD	20	12	CASTER-pair	0
hard	2X	AB|CD	20	13	CASTER-pair	0
hard	2X	AB|CD	20	14	CASTER-pair	0
hard	2X	AB|CD	20	15	CASTER-pair	0
hard	2X	AB|CD	20	16	CASTER-pair	0
hard	2X	AB|CD	20	17	CASTER-pair	0
hard	2X	AB|CD	20	18	CASTER-pair	0
hard	2X	AB|CD	20	19	CASTER-pair	0
hard	2X	AB|CD	20	20	CASTER-pair	0
hard	2X	AB|CD	20	21	CASTER-pair	0
hard	2X	AB|CD	20	22	CASTER-pair	0
hard	2X	AB|CD	20	23	CASTER-pair	0
hard	2X	AB|CD	20	24	CASTER-pair	0
hard	2X	AB|CD	20	25	CASTER-pair	0
hard	2X	AB|CD	20	26	CASTER-pair	0
hard	2X	AB|CD	20	27	CASTER-pair	0
hard	2X	AB|CD	20	28	CASTER-pair	0
hard	2X	AB|CD	20	29	CASTER-pair	0
hard	2X	AB|CD	20	30	CASTER-pair	0
hard	2X	AB|CD	20	31	CASTER-pair	0
hard	2X	AB|CD	20	32	CASTER-pair	0
hard	2X	AB|CD	20	33	CASTER-pair	0
hard	2X	AB|CD	20	34	CASTER-pair	0
hard	2X	AB|CD	20	35	CASTER-pair	0
hard	2X	AB|CD	20	36	CASTER-pair	0
hard	2X	AB|CD	20	37	CASTER-pair	0
hard	2X	AB|CD	20	38	CASTER-pair	0
hard	2X	AB|CD	20	39	CASTER-pair	0
hard	2X	AB|CD	20	40	CASTER-pair	0
hard	2X	AB|CD	20	41	CASTER-pair	0
hard	2X	AB|CD	20	42	CASTER-pair	0
hard	2X	AB|CD	20	43	CASTER-pair	0
hard	2X	AB|CD	20	44	CASTER-pair	0
hard	2X	AB|CD	20	45	CASTER-pair	0
hard	2X	AB|CD	20	46	CASTER-pair	0
hard	2X	AB|CD	20	47	CASTER-pair	0
hard	2X	AB|CD	20	48	CASTER-pair	0
hard	2X	AB|CD	20	49	CASTER-pair	0
hard	2X	AB|CD	20	50	CASTER-pair	0
hard	2X	AB|CD	20	51	CASTER-pair	0
hard	2X	AB|CD	20	52	CASTER-pair	0
hard	2X	AB|CD	20	53	CASTER-pair	0
hard	2X	AB|CD	20	54	CASTER-pair	0
hard	2X	AB|CD	20	55	CASTER-pair	0
hard	2X	AB|CD	20	56	CASTER-pair	0
hard	2X	AB|CD	20	57	CASTER-pair	0
hard	2X	AB|CD	20	58	CASTER-pair	0
hard	2X	AB|CD	20	59	CASTER-pair	0
hard	2X	AB|CD	20	60	CASTER-pair	0
hard	2X	AB|CD	20	61	CASTER-pair	0
hard	2X	AB|CD	20	62	CASTER-pair	0
hard	2X	AB|CD	20	63	CASTER-pair	0
hard	2X	AB|CD	20	64	CASTER-pair	0
hard	2X	AB|CD	20	65	CASTER-pair	0
hard	2X	AB|CD	20	66	CASTER-pair	0
hard	2X	AB|CD	20	67	CASTER-pair	0
hard	2X	AB|CD	20	68	CASTER-pair	0
hard	2X	AB|CD	20	69	CASTER-pair	0
hard	2X	AB|CD	20	70	CASTER-pair	0
hard	2X	AB|CD	20	71	CASTER-pair	0
hard	2X	AB|CD	20	72	CASTER-pair	0
hard	2X	AB|CD	20	73	CASTER-pair	0
hard	2X	AB|CD	20	74	CASTER-pair	0
hard	2X	AB|CD	20	75	CASTER-pair	0
hard	2X	AB|CD	20	76	CASTER-pair	0
hard	2X	AB|CD	20	77	CASTER-pair	0
hard	2X	AB|CD	20	78	CASTER-pair	0
hard	2X	AB|CD	20	79	CASTER-pair	0
hard	2X	AB|CD	20	80	CASTER-pair	0
hard	2X	AB|CD	20	81	CASTER-pair	0
hard	2X	AB|CD	20	82	CASTER-pair	0
hard	2X	AB|CD	20	83	CASTER-pair	0
hard	2X	AB|CD	20	84	CASTER-pair	0
hard	2X	AB|CD	20	85	CASTER-pair	0
hard	2X	AB|CD	20	86	CASTER-pair	0
hard	2X	AB|CD	20	87	CASTER-pair	0
hard	2X	AB|CD	20	88	CASTER-pair	0
hard	2X	AB|CD	20	89	CASTER-pair	0
hard	2X	AB|CD	20	90	CASTER-pair	0
hard	2X	AB|CD	20	91	CASTER-pair	0
hard	2X	AB|CD	20	92	CASTER-pair	0
hard	2X	AB|CD	20	93	CASTER-pair	0
hard	2X	AB|CD	20	94	CASTER-pair	0
hard	2X	AB|CD	20	95	CASTER-pair	0
hard	2X	AB|CD	20	96	CASTER-pair	0
hard	2X	AB|CD	20	97	CASTER-pair	0
hard	2X	AB|CD	20	98	CASTER-pair	0
hard	2X	AB|CD	20	99	CASTER-pair	0
hard	2X	AB|CD	20	100	CASTER-pair	0
hard	2X	AC|BD	1	1	CASTER-pair	0
hard	2X	AC|BD	1	2	CASTER-pair	0
hard	2X	AC|BD	1	3	CASTER-pair	0
hard	2X	AC|BD	1	4	CASTER-pair	0
hard	2X	AC|BD	1	5	CASTER-pair	0
hard	2X	AC|BD	1	6	CASTER-pair	0
hard	2X	AC|BD	1	7	CASTER-pair	0
hard	2X	AC|BD	1	8	CASTER-pair	0
hard	2X	AC|BD	1	9	CASTER-pair	0
hard	2X	AC|BD	1	10	CASTER-pair	1
hard	2X	AC|BD	1	11	CASTER-pair	0
hard	2X	AC|BD	1	12	CASTER-pair	1
hard	2X	AC|BD	1	13	CASTER-pair	0
hard	2X	AC|BD	1	14	CASTER-pair	0
hard	2X	AC|BD	1	15	CASTER-pair	0
hard	2X	AC|BD	1	16	CASTER-pair	1
hard	2X	AC|BD	1	17	CASTER-pair	0
hard	2X	AC|BD	1	18	CASTER-pair	1
hard	2X	AC|BD	1	19	CASTER-pair	0
hard	2X	AC|BD	1	20	CASTER-pair	0
hard	2X	AC|BD	1	21	CASTER-pair	0
hard	2X	AC|BD	1	22	CASTER-pair	0
hard	2X	AC|BD	1	23	CASTER-pair	0
hard	2X	AC|BD	1	24	CASTER-pair	0
hard	2X	AC|BD	1	25	CASTER-pair	0
hard	2X	AC|BD	1	26	CASTER-pair	0
hard	2X	AC|BD	1	27	CASTER-pair	1
hard	2X	AC|BD	1	28	CASTER-pair	1
hard	2X	AC|BD	1	29	CASTER-pair	0
hard	2X	AC|BD	1	30	CASTER-pair	0
hard	2X	AC|BD	1	31	CASTER-pair	0
hard	2X	AC|BD	1	32	CASTER-pair	1
hard	2X	AC|BD	1	33	CASTER-pair	0
hard	2X	AC|BD	1	34	CASTER-pair	0
hard	2X	AC|BD	1	35	CASTER-pair	0
hard	2X	AC|BD	1	36	CASTER-pair	0
hard	2X	AC|BD	1	37	CASTER-pair	0
